#V3.30.03.01-trans
#_SS-V3.30.03.01-trans;_2017_04_19;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.5+
#_SS-V3.30.03.01-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.03.01-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Wed Apr 26 14:50:54 2017
#_Number_of_datafiles: 2
#C North Sea Herring
#_observed data: 
#V3.30.03.01-trans
1947 #_StartYr
2011 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
1 #_Ngenders
8 #_Nages=accumulator age
1 #_Nareas
4 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
 1 -1 1 1 0 Fishery  # 1
 3 0.5 1 2 0 SCAI  # 2
 3 0.5 1 2 0 HERAS  # 3
 3 0.5 1 2 0 IBTS_Age1  # 4
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
-999 1 1 100000 0.05
1947 1 1 581760 0.05
1948 1 1 502100 0.05
1949 1 1 508500 0.05
1950 1 1 491700 0.05
1951 1 1 600400 0.05
1952 1 1 664400 0.05
1953 1 1 698500 0.05
1954 1 1 762900 0.05
1955 1 1 806400 0.05
1956 1 1 675200 0.05
1957 1 1 682900 0.05
1958 1 1 670500 0.05
1959 1 1 784500 0.05
1960 1 1 696200 0.05
1961 1 1 696700 0.05
1962 1 1 627800 0.05
1963 1 1 716000 0.05
1964 1 1 871200 0.05
1965 1 1 1.1688e+006 0.05
1966 1 1 895500 0.05
1967 1 1 695500 0.05
1968 1 1 717800 0.05
1969 1 1 546700 0.05
1970 1 1 563100 0.05
1971 1 1 520100 0.05
1972 1 1 497500 0.05
1973 1 1 484000 0.05
1974 1 1 275100 0.05
1975 1 1 312800 0.05
1976 1 1 174800 0.05
1977 1 1 46000 0.05
1978 1 1 11000 0.05
1979 1 1 25100 0.05
1980 1 1 70764 0.05
1981 1 1 174879 0.05
1982 1 1 275079 0.05
1983 1 1 387202 0.05
1984 1 1 428631 0.05
1985 1 1 613780 0.05
1986 1 1 671488 0.05
1987 1 1 792058 0.05
1988 1 1 887686 0.05
1989 1 1 787899 0.05
1990 1 1 645229 0.05
1991 1 1 658008 0.05
1992 1 1 716799 0.05
1993 1 1 671397 0.05
1994 1 1 568234 0.05
1995 1 1 579371 0.05
1996 1 1 275098 0.05
1997 1 1 264313 0.05
1998 1 1 391628 0.05
1999 1 1 363163 0.05
2000 1 1 388157 0.05
2001 1 1 374065 0.05
2002 1 1 394709 0.05
2003 1 1 482281 0.05
2004 1 1 587698 0.05
2005 1 1 663813 0.05
2006 1 1 514597 0.05
2007 1 1 406482 0.05
2008 1 1 257870 0.05
2009 1 1 168443 0.05
2010 1 1 187611 0.05
2011 1 1 226478 0.05
-9999 0 0 0 0
#
 #_CPUE_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F; >=30 for special types
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_SD_Report: 0=no sdreport; 1=enable sdreport
#_Fleet Units Errtype SD_Report
1 1 0 0 # Fishery
2 30 0 0 # SCAI
3 0 0 0 # HERAS
4 0 0 0 # IBTS_Age1
#_yr month fleet obs stderr
1972 7 2 3384.85 0.2 #_ SCAI
1973 7 2 3322.85 0.2 #_ SCAI
1974 7 2 2215.23 0.2 #_ SCAI
1975 7 2 1363.27 0.2 #_ SCAI
1976 7 2 1206.67 0.2 #_ SCAI
1977 7 2 1618.49 0.2 #_ SCAI
1978 7 2 2129.14 0.2 #_ SCAI
1979 7 2 3251.28 0.2 #_ SCAI
1980 7 2 3547.9 0.2 #_ SCAI
1981 7 2 4053.18 0.2 #_ SCAI
1982 7 2 5084.59 0.2 #_ SCAI
1983 7 2 7785.16 0.2 #_ SCAI
1984 7 2 12240.8 0.2 #_ SCAI
1985 7 2 15294.3 0.2 #_ SCAI
1986 7 2 14510.5 0.2 #_ SCAI
1987 7 2 18484.9 0.2 #_ SCAI
1988 7 2 26409.6 0.2 #_ SCAI
1989 7 2 22346.8 0.2 #_ SCAI
1990 7 2 20980.8 0.2 #_ SCAI
1991 7 2 14339.9 0.2 #_ SCAI
1992 7 2 7395.23 0.2 #_ SCAI
1993 7 2 5014.91 0.2 #_ SCAI
1994 7 2 4299.91 0.2 #_ SCAI
1995 7 2 5387.03 0.2 #_ SCAI
1996 7 2 7016.72 0.2 #_ SCAI
1997 7 2 10176.8 0.2 #_ SCAI
1998 7 2 13334.1 0.2 #_ SCAI
1999 7 2 14337.5 0.2 #_ SCAI
2000 7 2 16375.4 0.2 #_ SCAI
2001 7 2 21908.4 0.2 #_ SCAI
2002 7 2 26259.8 0.2 #_ SCAI
2003 7 2 34623.7 0.2 #_ SCAI
2004 7 2 38037.6 0.2 #_ SCAI
2005 7 2 32361.7 0.2 #_ SCAI
2006 7 2 30073.3 0.2 #_ SCAI
2007 7 2 30985.2 0.2 #_ SCAI
2008 7 2 38571 0.2 #_ SCAI
2009 7 2 49553.5 0.2 #_ SCAI
2010 7 2 51363.7 0.2 #_ SCAI
2011 7 2 53594.9 0.2 #_ SCAI
1997 7 3 2.0796e+007 0.2 #_ HERAS
1998 7 3 1.6104e+007 0.2 #_ HERAS
1999 7 3 1.5106e+007 0.2 #_ HERAS
2000 7 3 3.4928e+007 0.2 #_ HERAS
2001 7 3 2.6125e+007 0.2 #_ HERAS
2002 7 3 3.98805e+007 0.2 #_ HERAS
2003 7 3 3.81101e+007 0.2 #_ HERAS
2004 7 3 2.37218e+007 0.2 #_ HERAS
2005 7 3 1.73682e+007 0.2 #_ HERAS
2006 7 3 2.01999e+007 0.2 #_ HERAS
2007 7 3 1.4346e+007 0.2 #_ HERAS
2008 7 3 1.3486e+007 0.2 #_ HERAS
2009 7 3 1.7972e+007 0.2 #_ HERAS
2010 7 3 3.1478e+007 0.2 #_ HERAS
2011 7 3 2.3084e+007 0.2 #_ HERAS
1984 7 4 1515.63 0.2 #_ IBTS_Age1
1985 7 4 2097.28 0.2 #_ IBTS_Age1
1986 7 4 2662.81 0.2 #_ IBTS_Age1
1987 7 4 3692.97 0.2 #_ IBTS_Age1
1988 7 4 4394.17 0.2 #_ IBTS_Age1
1989 7 4 2331.57 0.2 #_ IBTS_Age1
1990 7 4 1061.57 0.2 #_ IBTS_Age1
1991 7 4 1286.75 0.2 #_ IBTS_Age1
1992 7 4 1268.15 0.2 #_ IBTS_Age1
1993 7 4 2794.01 0.2 #_ IBTS_Age1
1994 7 4 1752.05 0.2 #_ IBTS_Age1
1995 7 4 1345.75 0.2 #_ IBTS_Age1
1996 7 4 1890.87 0.2 #_ IBTS_Age1
1997 7 4 4404.65 0.2 #_ IBTS_Age1
1998 7 4 2275.84 0.2 #_ IBTS_Age1
1999 7 4 752.862 0.2 #_ IBTS_Age1
2000 7 4 3725.13 0.2 #_ IBTS_Age1
2001 7 4 2499.39 0.2 #_ IBTS_Age1
2002 7 4 4064.83 0.2 #_ IBTS_Age1
2003 7 4 2836.7 0.2 #_ IBTS_Age1
2004 7 4 979.036 0.2 #_ IBTS_Age1
2005 7 4 1010.44 0.2 #_ IBTS_Age1
2006 7 4 892.843 0.2 #_ IBTS_Age1
2007 7 4 1321.28 0.2 #_ IBTS_Age1
2008 7 4 1791.55 0.2 #_ IBTS_Age1
2009 7 4 2339.64 0.2 #_ IBTS_Age1
2010 7 4 1323.36 0.2 #_ IBTS_Age1
2011 7 4 2937.23 0.2 #_ IBTS_Age1
-9999 1 1 1 1 # terminator for survey observations 
#
0 #_N_fleets_with_discard
#_discard_units (1=same_as_catchunits(bio/num); 2=fraction; 3=numbers)
#_discard_errtype:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal; -3 for trunc normal with CV
# note, only have units and errtype for fleets with discard 
#_Fleet units errtype
# -9999 0 0 0.0 0.0 # terminator for discard data 
#
0 #_use meanbodysize_data (0/1)
#_COND_30 #_DF_for_meanbodysize_T-distribution_like
# note:  use positive partition value for mean body wt, negative partition for mean body length 
#_yr month fleet part obs stderr
#  -9999 0 0 0 0 0 # terminator for mean body size data 
#
# set up population length bin structure (note - irrelevant if not using size data and using empirical wtatage
2 # length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
1 # binwidth for population size comp 
2 # minimum size in the population (lower edge of first bin and size at age 0.00) 
50 # maximum size in the population (lower edge of last bin) 
1 # use length composition data (0/1)
#_mintailcomp: upper and lower distribution for females and males separately are accumulated until exceeding this level.
#_addtocomp:  after accumulation of tails; this value added to all bins
#_males and females treated as combined gender below this bin number 
#_compressbins: accumulate upper tail by this number of bins; acts simultaneous with mintailcomp; set=0 for no forced accumulation
#_Comp_Error:  0=multinomial, 1=dirichlet
#_Comp_Error2:  parm number  for dirichlet
#_mintailcomp_addtocomp_combM+F_CompressBins_CompError_ParmSelect
0.01 1e-007 0 0 0 0 #_fleet:1_Fishery
0.01 1e-007 0 0 0 0 #_fleet:2_SCAI
0.01 1e-007 0 0 0 0 #_fleet:3_HERAS
0.01 1e-007 0 0 0 0 #_fleet:4_IBTS_Age1
# sex codes:  0=combined; 1=use female only; 2=use male only; 3=use both as joint sexxlength distribution
# partition codes:  (0=combined; 1=discard; 2=retained
25 #_N_LengthBins; then enter lower edge of each length bin
 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
#_yr month fleet sex part Nsamp datavector(female-male)
-9999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
#
9 #_N_age_bins
 0 1 2 3 4 5 6 7 8
1 #_N_ageerror_definitions
 -1 -1 -1 -1 -1 -1 -1 -1 -1
 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
#_mintailcomp: upper and lower distribution for females and males separately are accumulated until exceeding this level.
#_addtocomp:  after accumulation of tails; this value added to all bins
#_males and females treated as combined gender below this bin number 
#_compressbins: accumulate upper tail by this number of bins; acts simultaneous with mintailcomp; set=0 for no forced accumulation
#_Comp_Error:  0=multinomial, 1=dirichlet
#_Comp_Error2:  parm number  for dirichlet
#_mintailcomp_addtocomp_combM+F_CompressBins_CompError_ParmSelect
0.01 1e-007 1 0 0 0 #_fleet:1_Fishery
0.01 1e-007 1 0 0 0 #_fleet:2_SCAI
